詩歌ID,作者,標題,人物,提及次數
盧肇著_28. 句,盧肇著,28. 句,李群玉,7
丁棱著_2. 和主司王起,丁棱著,2. 和主司王起,王起,34
丁棱著_2. 和主司王起,丁棱著,2. 和主司王起,太守,256
高退之著_3. 和主司王起,高退之著,3. 和主司王起,王起,34
孟球著_4. 和主司王起,孟球著,4. 和主司王起,王起,34
劉耕著_5. 和主司王起,劉耕著,5. 和主司王起,王起,34
裴翻著_6. 和主司王起,裴翻著,6. 和主司王起,王起,34
樊驤著_7. 和主司王起,樊驤著,7. 和主司王起,王起,34
崔軒著_8. 和主司王起,崔軒著,8. 和主司王起,王起,34
蒯希逸著_9. 和主司王起,蒯希逸著,9. 和主司王起,王起,34
林滋著_11. 望九華山,林滋著,11. 望九華山,虛中,17
林滋著_16. 和主司王起,林滋著,16. 和主司王起,王起,34
李宣古著_18. 和主司王起,李宣古著,18. 和主司王起,王起,34
黃頗著_23. 和主司王起,黃頗著,23. 和主司王起,王起,34
張道符著_25. 和主司王起,張道符著,25. 和主司王起,王起,34
丘上卿著_26. 和主司王起,丘上卿著,26. 和主司王起,王起,34
石貫著_27. 和主司王起,石貫著,27. 和主司王起,王起,34
李潛著_28. 和主司王起,李潛著,28. 和主司王起,王起,34
孟守著_29. 和主司王起,孟守著,29. 和主司王起,王起,34
唐思言著_30. 和主司王起,唐思言著,30. 和主司王起,王起,34
戈牢著_32. 和主司王起,戈牢著,32. 和主司王起,王起,34
金厚載著_34. 和主司王起,金厚載著,34. 和主司王起,王起,34
王甚夷著_36. 和主司王起,王甚夷著,36. 和主司王起,王起,34
姚鵠著_2. 塞外寄張侍禦,姚鵠著,2. 塞外寄張侍禦,寒山,122
姚鵠著_4. 題終南山隱者居,姚鵠著,4. 題終南山隱者居,隱者,103
姚鵠著_7. 送石貫歸湖州,姚鵠著,7. 送石貫歸湖州,石貫,1
姚鵠著_8. 送劉耕歸舒州,姚鵠著,8. 送劉耕歸舒州,劉耕,1
姚鵠著_10. 寄雍陶先輩,姚鵠著,10. 寄雍陶先輩,雍陶,12
姚鵠著_16. 襄州獻盧尚書,姚鵠著,16. 襄州獻盧尚書,盧尚書,4
姚鵠著_23. 送黃頗歸袁,姚鵠著,23. 送黃頗歸袁,黃頗,3
姚鵠著_24. 和陝州參軍李通微首夏書懷呈同寮張裳段群二先輩,姚鵠著,24. 和陝州參軍李通微首夏書懷呈同寮張裳段群二先輩,鄭谷,25
姚鵠著_26. 及第後上主司王起,姚鵠著,26. 及第後上主司王起,王起,34
姚鵠著_27. 送賀知章入道,姚鵠著,27. 送賀知章入道,賀知章,7
姚鵠著_31. 風不鳴條,姚鵠著,31. 風不鳴條,王初,4
姚鵠著_33. 和工部楊尚書重送絕句,姚鵠著,33. 和工部楊尚書重送絕句,懷楚,3
項斯著_2. 送歐陽袞歸閩中,項斯著,2. 送歐陽袞歸閩中,歐陽袞,2
項斯著_13. 送華陰隱者,項斯著,13. 送華陰隱者,隱者,103
項斯著_18. 題太白山隱者,項斯著,18. 題太白山隱者,隱者,103
項斯著_29. 贈金州姚合使君,項斯著,29. 贈金州姚合使君,姚合,20
項斯著_42. 經李白墓,項斯著,42. 經李白墓,李白,55
項斯著_58. 杭州江亭留題登眺,項斯著,58. 杭州江亭留題登眺,隱者,103
項斯著_70. 送顧非熊及第歸茅山,項斯著,70. 送顧非熊及第歸茅山,顧非熊,13
項斯著_71. 春日題李中丞樊川別墅,項斯著,71. 春日題李中丞樊川別墅,李中,34
項斯著_73. 途中逢友人,項斯著,73. 途中逢友人,少年,611
項斯著_84. 和李中丞醉中期王征君月夜同游滻水舊居,項斯著,84. 和李中丞醉中期王征君月夜同游滻水舊居,李中,34
項斯著_97. 獻令狐相公，時相公郊壇行事回,項斯著,97. 獻令狐相公，時相公郊壇行事回,卿雲,13
項斯著_98. 句,項斯著,98. 句,張為,6
馬戴著_16. 長安寓居寄贈賈島,馬戴著,16. 長安寓居寄贈賈島,賈島,62
馬戴著_19. 送顧非熊下第歸江南,馬戴著,19. 送顧非熊下第歸江南,顧非熊,13
馬戴著_29. 夜下湘中,馬戴著,29. 夜下湘中,寒山,122
馬戴著_45. 宿無可上人房,馬戴著,45. 宿無可上人房,無可,68
馬戴著_50. 寄賈島,馬戴著,50. 寄賈島,賈島,62
馬戴著_61. 懷故山寄賈島,馬戴著,61. 懷故山寄賈島,賈島,62
馬戴著_67. 懷黃頗,馬戴著,67. 懷黃頗,黃頗,3
馬戴著_3. 旅次寄賈島兼簡無可上人,馬戴著,3. 旅次寄賈島兼簡無可上人,無可,68
馬戴著_3. 旅次寄賈島兼簡無可上人,馬戴著,3. 旅次寄賈島兼簡無可上人,賈島,62
馬戴著_7. 雒中寒夜姚侍禦宅懷賈島,馬戴著,7. 雒中寒夜姚侍禦宅懷賈島,賈島,62
馬戴著_9. 山中寄姚合員外,馬戴著,9. 山中寄姚合員外,姚合,20
馬戴著_19. 襄陽席上呈于司空,馬戴著,19. 襄陽席上呈于司空,清江,88
馬戴著_20. 宿裴氏溪居懷厲玄先輩,馬戴著,20. 宿裴氏溪居懷厲玄先輩,厲玄,14
馬戴著_21. 集宿姚殿中宅期僧無可不至,馬戴著,21. 集宿姚殿中宅期僧無可不至,無可,68
馬戴著_22. 宿賈島原居,馬戴著,22. 宿賈島原居,賈島,62
馬戴著_36. 酬李景章先輩,馬戴著,36. 酬李景章先輩,李景,8
馬戴著_39. 送武陵王將軍,馬戴著,39. 送武陵王將軍,少年,611
馬戴著_71. 酬刑部姚郎中,馬戴著,71. 酬刑部姚郎中,泠然,22
王鐸著_20. 和于興宗登越王樓詩,王鐸著,20. 和于興宗登越王樓詩,于興宗,1
鄭畋著_27. 題緱山王子晉廟,鄭畋著,27. 題緱山王子晉廟,青童,13
薛能著_6. 送馬戴書記之太原,薛能著,6. 送馬戴書記之太原,馬戴,9
薛能著_8. 送李溟出塞,薛能著,8. 送李溟出塞,路應,11
薛能著_8. 送李溟出塞,薛能著,8. 送李溟出塞,李溟,6
薛能著_9. 寄終南隱者,薛能著,9. 寄終南隱者,隱者,103
薛能著_10. 贈隱者,薛能著,10. 贈隱者,隱者,103
薛能著_11. 惜春,薛能著,11. 惜春,少年,611
薛能著_16. 中秋夜寄李溟,薛能著,16. 中秋夜寄李溟,李溟,6
薛能著_19. 贈隱者,薛能著,19. 贈隱者,隱者,103
薛能著_29. 送進士許棠下第東歸,薛能著,29. 送進士許棠下第東歸,許棠,14
薛能著_42. 蔡州蔣亭,薛能著,42. 蔡州蔣亭,蔣氏,1
薛能著_52. 寄唁張喬喻坦之,薛能著,52. 寄唁張喬喻坦之,喻坦之,5
薛能著_52. 寄唁張喬喻坦之,薛能著,52. 寄唁張喬喻坦之,張喬,8
薛能著_7. 平陽寓懷,薛能著,7. 平陽寓懷,少年,611
薛能著_11. 春日使府寓懷二首,薛能著,11. 春日使府寓懷二首,書生,75
薛能著_14. 春日重游平湖,薛能著,14. 春日重游平湖,少年,611
薛能著_15. 並州,薛能著,15. 並州,少年,611
薛能著_17. 早春書事,薛能著,17. 早春書事,無可,68
薛能著_45. 寄李頻,薛能著,45. 寄李頻,李頻,15
薛能著_13. 蜀州鄭史君寄鳥觜茶，因以贈答八韻,薛能著,13. 蜀州鄭史君寄鳥觜茶，因以贈答八韻,鄭史,2
薛能著_38. 嘉陵驛見賈島舊題,薛能著,38. 嘉陵驛見賈島舊題,賈島,62
薛能著_54. 牡丹四首,薛能著,54. 牡丹四首,少年,611
薛能著_65. 秋晚送無可上人,薛能著,65. 秋晚送無可上人,無可,68
薛能著_67. 折楊柳十首,薛能著,67. 折楊柳十首,李清,3
薛能著_78. 句,薛能著,78. 句,李白,55
薛能著_78. 句,薛能著,78. 句,劉得仁,5
劉威著_5. 宿漁家,劉威著,5. 宿漁家,清江,88
劉威著_21. 贈歐陽秀才,劉威著,21. 贈歐陽秀才,路應,11
劉威著_22. 贈道者,劉威著,22. 贈道者,少年,611
潘唐著_32. 下第歸宜春酬黃頗餞別,潘唐著,32. 下第歸宜春酬黃頗餞別,黃頗,3
周墀著_7. 酬李常侍立秋日奉詔祭嶽見寄,周墀著,7. 酬李常侍立秋日奉詔祭嶽見寄,太守,256
李景讓著_8. 寄華州周侍郎立秋日奉詔祭岳詩,李景讓著,8. 寄華州周侍郎立秋日奉詔祭岳詩,太守,256
張固著_13. 重陽宴東觀山亭和從事盧順之,張固著,13. 重陽宴東觀山亭和從事盧順之,盧順之,1
李訥著_18. 命妓盛小叢歌餞崔侍禦還闕,李訥著,18. 命妓盛小叢歌餞崔侍禦還闕,盛小叢,1
盧順之著_24. 重陽東觀席上贈侍郎張固,盧順之著,24. 重陽東觀席上贈侍郎張固,張固,3
崔澹著_4. 贈王福娘,崔澹著,4. 贈王福娘,王福娘,3
莫宣卿著_7. 賦得水懷珠,莫宣卿著,7. 賦得水懷珠,江妃,10
韋蟾著_15. 送盧潘尚書之靈武,韋蟾著,15. 送盧潘尚書之靈武,書生,75
崔櫓著_7. 述懷,崔櫓著,7. 述懷,少年,611
崔櫓著_12. 聞笛,崔櫓著,12. 聞笛,織女,55
李群玉著_16. 感興四首,李群玉著,16. 感興四首,織女,55
李群玉著_16. 感興四首,李群玉著,16. 感興四首,何扶,3
李群玉著_39. 將離澧浦置酒野嶼奉懷沈正字昆弟三人聯登高第,李群玉著,39. 將離澧浦置酒野嶼奉懷沈正字昆弟三人聯登高第,卿雲,13
李群玉著_46. 始忝四座奏狀聞薦蒙恩授官旋進歌詩延英宣賜言懷紀事呈同館諸公二十四韻,李群玉著,46. 始忝四座奏狀聞薦蒙恩授官旋進歌詩延英宣賜言懷紀事呈同館諸公二十四韻,大易,5
李群玉著_51. 王內人琵琶引,李群玉著,51. 王內人琵琶引,宮嬪,7
李群玉著_15. 晚蓮,李群玉著,15. 晚蓮,無可,68
李群玉著_66. 寄張祜,李群玉著,66. 寄張祜,張祜,11
李群玉著_79. 送隱者歸羅浮,李群玉著,79. 送隱者歸羅浮,隱者,103
李群玉著_81. 哭小女癡兒,李群玉著,81. 哭小女癡兒,王衍,2
李群玉著_32. 校書叔遺暑服,李群玉著,32. 校書叔遺暑服,清江,88
李群玉著_48. 秋登涔陽城二首,李群玉著,48. 秋登涔陽城二首,織女,55
李群玉著_58. 題金山寺石堂,李群玉著,58. 題金山寺石堂,龍女,6
賈島著_5. 哭盧仝,賈島著,5. 哭盧仝,盧仝,9
賈島著_36. 攜新文詣張籍韓愈途中成,賈島著,36. 攜新文詣張籍韓愈途中成,張籍,28
賈島著_36. 攜新文詣張籍韓愈途中成,賈島著,36. 攜新文詣張籍韓愈途中成,韓愈,24
賈島著_39. 投孟郊,賈島著,39. 投孟郊,孟郊,30
賈島著_4. 旅遊,賈島著,4. 旅遊,少年,611
賈島著_9. 寄賀蘭朋吉,賈島著,9. 寄賀蘭朋吉,賀蘭朋吉,1
賈島著_11. 哭孟郊,賈島著,11. 哭孟郊,孟郊,30
賈島著_19. 送無可上人,賈島著,19. 送無可上人,無可,68
賈島著_23. 寄無可上人,賈島著,23. 寄無可上人,無可,68
賈島著_28. 升道精舍南台對月寄姚合,賈島著,28. 升道精舍南台對月寄姚合,姚合,20
賈島著_31. 投李益,賈島著,31. 投李益,李益,21
賈島著_42. 懷紫閣隱者,賈島著,42. 懷紫閣隱者,隱者,103
賈島著_43. 雨夜同厲玄懷皇甫荀,賈島著,43. 雨夜同厲玄懷皇甫荀,厲玄,14
賈島著_49. 送韓湘,賈島著,49. 送韓湘,韓湘,4
賈島著_52. 訪李甘原居,賈島著,52. 訪李甘原居,李甘,2
賈島著_54. 僻居無可上人相訪,賈島著,54. 僻居無可上人相訪,無可,68
賈島著_55. 送李餘及第歸蜀,賈島著,55. 送李餘及第歸蜀,李餘,9
賈島著_73. 送南康姚明府,賈島著,73. 送南康姚明府,少年,611
賈島著_79. 送雍陶入蜀,賈島著,79. 送雍陶入蜀,雍陶,12
賈島著_81. 答王建秘書,賈島著,81. 答王建秘書,王建,10
賈島著_82. 送李餘往湖南,賈島著,82. 送李餘往湖南,李餘,9
賈島著_85. 寄顧非熊,賈島著,85. 寄顧非熊,顧非熊,13
賈島著_102. 送李溟謁宥州李權使君,賈島著,102. 送李溟謁宥州李權使君,李溟,6
賈島著_102. 送李溟謁宥州李權使君,賈島著,102. 送李溟謁宥州李權使君,太守,256
賈島著_4. 崇聖寺斌公房,賈島著,4. 崇聖寺斌公房,寒山,122
賈島著_13. 贈友人,賈島著,13. 贈友人,歸登,1
賈島著_14. 送雍陶及第歸成都甯親,賈島著,14. 送雍陶及第歸成都甯親,雍陶,12
賈島著_15. 謝令狐綯相公賜衣九事,賈島著,15. 謝令狐綯相公賜衣九事,令狐綯,3
賈島著_23. 酬厲玄,賈島著,23. 酬厲玄,厲玄,14
賈島著_34. 酬姚合校書,賈島著,34. 酬姚合校書,姚合,20
賈島著_40. 寄令狐綯相公,賈島著,40. 寄令狐綯相公,令狐綯,3
賈島著_40. 寄令狐綯相公,賈島著,40. 寄令狐綯相公,謙光,5
賈島著_41. 再投李益常侍,賈島著,41. 再投李益常侍,李益,21
賈島著_42. 積雪,賈島著,42. 積雪,隱者,103
賈島著_48. 寄令狐綯相公,賈島著,48. 寄令狐綯相公,令狐綯,3
賈島著_49. 和孟逸人林下道情,賈島著,49. 和孟逸人林下道情,無悶,12
賈島著_54. 馬戴居華山因寄,賈島著,54. 馬戴居華山因寄,馬戴,9
賈島著_61. 酬鄠縣李廓少府見寄,賈島著,61. 酬鄠縣李廓少府見寄,李廓,8
賈島著_62. 淨業寺與前鄠縣李廓少府同宿,賈島著,62. 淨業寺與前鄠縣李廓少府同宿,李廓,8
賈島著_63. 送南卓歸京,賈島著,63. 送南卓歸京,南卓,2
賈島著_64. 臥疾走筆酬韓愈書問,賈島著,64. 臥疾走筆酬韓愈書問,韓愈,24
賈島著_65. 長孫霞李溟自紫閣白閣二峰見訪,賈島著,65. 長孫霞李溟自紫閣白閣二峰見訪,李溟,6
賈島著_70. 送蔡京,賈島著,70. 送蔡京,蔡京,6
賈島著_72. 題朱慶餘所居,賈島著,72. 題朱慶餘所居,朱慶餘,11
賈島著_81. 喜雍陶至,賈島著,81. 喜雍陶至,雍陶,12
賈島著_85. 寄韓湘,賈島著,85. 寄韓湘,韓湘,4
賈島著_86. 雨夜寄馬戴,賈島著,86. 雨夜寄馬戴,馬戴,9
賈島著_87. 喜無可上人遊山回,賈島著,87. 喜無可上人遊山回,無可,68
賈島著_94. 宿孤館,賈島著,94. 宿孤館,寒山,122
賈島著_106. 光州王建使君水亭作,賈島著,106. 光州王建使君水亭作,王建,10
賈島著_108. 宿姚合宅寄張司業籍,賈島著,108. 宿姚合宅寄張司業籍,姚合,20
賈島著_109. 哭張籍,賈島著,109. 哭張籍,張籍,28
賈島著_110. 靈准上人院,賈島著,110. 靈准上人院,靈准,1
賈島著_114. 送朱休歸劍南,賈島著,114. 送朱休歸劍南,朱休,1
賈島著_118. 夜集姚合宅期可公不至,賈島著,118. 夜集姚合宅期可公不至,姚合,20
賈島著_119. 喜李餘自蜀至,賈島著,119. 喜李餘自蜀至,李餘,9
賈島著_8. 送陝府王建司馬,賈島著,8. 送陝府王建司馬,王建,10
賈島著_14. 酬張籍王建,賈島著,14. 酬張籍王建,張籍,28
賈島著_14. 酬張籍王建,賈島著,14. 酬張籍王建,王建,10
賈島著_14. 酬張籍王建,賈島著,14. 酬張籍王建,太守,256
賈島著_16. 贈牛山人,賈島著,16. 贈牛山人,隱者,103
賈島著_29. 登田中丞高亭,賈島著,29. 登田中丞高亭,高亭,19
賈島著_35. 酬姚合,賈島著,35. 酬姚合,姚合,20
賈島著_44. 黎陽寄姚合,賈島著,44. 黎陽寄姚合,姚合,20
賈島著_75. 題隱者居,賈島著,75. 題隱者居,隱者,103
賈島著_84. 題鄭常侍廳前竹,賈島著,84. 題鄭常侍廳前竹,鄭常,3
賈島著_98. 送友人之南陵,賈島著,98. 送友人之南陵,少年,611
賈島著_100. 尋隱者不遇,賈島著,100. 尋隱者不遇,隱者,103
溫庭筠著_17. 拂舞詞,溫庭筠著,17. 拂舞詞,溫庭筠,2
溫庭筠著_17. 拂舞詞,溫庭筠著,17. 拂舞詞,雲容,18
溫庭筠著_19. 醉歌,溫庭筠著,19. 醉歌,盧仝,9
溫庭筠著_11. 李羽處士寄新醞走筆戲酬,溫庭筠著,11. 李羽處士寄新醞走筆戲酬,李羽,4
溫庭筠著_19. 哭王元裕,溫庭筠著,19. 哭王元裕,王元,4
溫庭筠著_24. 投翰林蕭舍人,溫庭筠著,24. 投翰林蕭舍人,歸仁,7
溫庭筠著_34. 李羽處士故里,溫庭筠著,34. 李羽處士故里,李羽,4
溫庭筠著_36. 池塘七夕,溫庭筠著,36. 池塘七夕,張氏,7
溫庭筠著_51. 經舊遊,溫庭筠著,51. 經舊遊,拾得,22
溫庭筠著_54. 和友人傷歌姬,溫庭筠著,54. 和友人傷歌姬,少年,611
溫庭筠著_56. 祕書省有賀監知章草題詩筆力遒健風尚高遠拂塵尋玩因有此作,溫庭筠著,56. 祕書省有賀監知章草題詩筆力遒健風尚高遠拂塵尋玩因有此作,李白,55
溫庭筠著_56. 祕書省有賀監知章草題詩筆力遒健風尚高遠拂塵尋玩因有此作,溫庭筠著,56. 祕書省有賀監知章草題詩筆力遒健風尚高遠拂塵尋玩因有此作,賀知章,7
溫庭筠著_3. 贈少年,溫庭筠著,3. 贈少年,少年,611
溫庭筠著_6. 洞戶二十二韻,溫庭筠著,6. 洞戶二十二韻,王沈,1
溫庭筠著_14. 贈隱者,溫庭筠著,14. 贈隱者,隱者,103
溫庭筠著_25. 登李羽士東樓,溫庭筠著,25. 登李羽士東樓,李羽,4
溫庭筠著_34. 和段少常柯古,溫庭筠著,34. 和段少常柯古,座客,18
溫庭筠著_22. 和趙嘏題岳寺,溫庭筠著,22. 和趙嘏題岳寺,趙嘏,3
溫庭筠著_37. 題賀知章故居疊韻作,溫庭筠著,37. 題賀知章故居疊韻作,賀知章,7
溫庭筠著_23. 送襄州李中丞赴從事,溫庭筠著,23. 送襄州李中丞赴從事,李中,34
溫庭筠著_27. 訪知玄上人遇暴經因有贈,溫庭筠著,27. 訪知玄上人遇暴經因有贈,知玄,5
溫庭筠著_50. 寒食節日寄楚望二首,溫庭筠著,50. 寒食節日寄楚望二首,鄭谷,25
溫庭筠著_56. 和周繇,溫庭筠著,56. 和周繇,周繇,8
溫庭筠著_61. 觀棋,溫庭筠著,61. 觀棋,太守,256
段成式著_2. 和徐商賀盧員外賜緋,段成式著,2. 和徐商賀盧員外賜緋,徐商,1
段成式著_4. 哭李群玉,段成式著,4. 哭李群玉,李群玉,7
段成式著_7. 怯酒贈周繇,段成式著,7. 怯酒贈周繇,周繇,8
段成式著_9. 觀棋,段成式著,9. 觀棋,太守,256
段成式著_13. 題谷隱蘭若三首,段成式著,13. 題谷隱蘭若三首,隱者,103
段成式著_14. 不赴光風亭夜飲贈周繇,段成式著,14. 不赴光風亭夜飲贈周繇,周繇,8
段成式著_16. 寄周繇求人參,段成式著,16. 寄周繇求人參,周繇,8
段成式著_17. 嘲飛卿七首,段成式著,17. 嘲飛卿七首,少年,611
段成式著_25. 哭李群玉,段成式著,25. 哭李群玉,李群玉,7
段成式著_29. 和周繇見嘲,段成式著,29. 和周繇見嘲,周繇,8
段成式著_30. 和張希複詠宣律和尚袈裟,段成式著,30. 和張希複詠宣律和尚袈裟,張希複,19
劉駕著_40. 姑蘇台,劉駕著,40. 姑蘇台,西施,70
劉駕著_48. 江村,劉駕著,48. 江村,書生,75
劉滄著_35. 贈道者,劉滄著,35. 贈道者,淡然,2
劉滄著_41. 贈天臺隱者,劉滄著,41. 贈天臺隱者,隱者,103
劉滄著_43. 江行夜泊,劉滄著,43. 江行夜泊,高湘,3
劉滄著_58. 經無可舊居兼傷賈島,劉滄著,58. 經無可舊居兼傷賈島,無可,68
劉滄著_58. 經無可舊居兼傷賈島,劉滄著,58. 經無可舊居兼傷賈島,賈島,62
劉滄著_59. 贈隱者,劉滄著,59. 贈隱者,隱者,103
劉滄著_72. 題鄭中丞東溪,劉滄著,72. 題鄭中丞東溪,鄭中丞,5
劉滄著_89. 咸陽懷古,劉滄著,89. 咸陽懷古,寒山,122
李頻著_5. 長安即事,李頻著,5. 長安即事,少年,611
李頻著_21. 鏡湖夜泊有懷,李頻著,21. 鏡湖夜泊有懷,太守,256
李頻著_26. 奉和鄭熏相公,李頻著,26. 奉和鄭熏相公,鄭熏,2
李頻著_29. 過長江傷賈島,李頻著,29. 過長江傷賈島,賈島,62
李頻著_31. 寄曹鄴,李頻著,31. 寄曹鄴,曹鄴,1
李頻著_33. 客洛酬劉駕,李頻著,33. 客洛酬劉駕,劉駕,6
李頻著_40. 過嵩陰隱者,李頻著,40. 過嵩陰隱者,隱者,103
李頻著_49. 貽友人喻坦之,李頻著,49. 貽友人喻坦之,喻坦之,5
李頻著_53. 送薛能少府任盩厔,李頻著,53. 送薛能少府任盩厔,薛能,7
李頻著_56. 送陸肱尉江夏,李頻著,56. 送陸肱尉江夏,陸肱,5
李頻著_61. 送許渾侍禦赴潤州,李頻著,61. 送許渾侍禦赴潤州,許渾,7
